order	B_all_min	B_all_avg	B_all_max	B_all_pre	B_all_wet	B_ven_min	B_ven_avg	B_ven_max	B_ven_pre	B_ven_wet	B_bla_min	B_bla_avg	B_bla_max	B_bla_pre	B_bla_wet	B_vtb_min	B_vtb_avg	B_vtb_max	B_vtb_pre	B_vtb_wet	T_all_min	T_all_avg	T_all_max	T_all_pre	T_all_wet	T_ven_min	T_ven_avg	T_ven_max	T_ven_pre	T_ven_wet	T_bla_min	T_bla_avg	T_bla_max	T_bla_pre	T_bla_wet	T_vtb_min	T_vtb_avg	T_vtb_max	T_vtb_pre	T_vtb_wet
228	0.108952133	0.021219454	-0.108952133	-0.147977207	0.108952133	0.003876685	0.040118687	-0.003876685	-0.096272011	0.003876685	0.113930514	0.020411288	-0.113930514	-0.150645645	0.113930514	-0.320988802	0.039680394	0.320988802	0.205429246	-0.320988802	-0.007739725	0.068737996	0.007739725	-0.109516521	-0.007739725	-0.084842716	0.077692209	0.084842716	-0.065633525	-0.084842716	-0.003954387	0.068276947	0.003954387	-0.111620481	-0.003954387	-0.142584287	-0.034266837	0.142584287	0.163144311	-0.142584287
229	0.108952133	-0.108952133	-0.108952133	-0.147977207	0.108952133	0.003876685	-0.003876685	-0.003876685	-0.096272011	0.003876685	0.113930514	-0.113930514	-0.113930514	-0.150645645	0.113930514	-0.320988802	0.320988802	0.320988802	0.205429246	-0.320988802	-0.007739725	0.007739725	0.007739725	-0.109516521	-0.007739725	-0.084842716	0.084842716	0.084842716	-0.065633525	-0.084842716	-0.003954387	0.003954387	0.003954387	-0.111620481	-0.003954387	-0.142584287	0.142584287	0.142584287	0.163144311	-0.142584287
230	-0.021219454	-0.112365967	-0.108952133	-0.147977207	0.108952133	-0.040118687	0.008281268	-0.003876685	-0.096272011	0.003876685	-0.020411288	-0.118037958	-0.113930514	-0.150645645	0.113930514	-0.039680394	0.357187571	0.320988802	0.205429246	-0.320988802	-0.068737996	-0.012480021	0.007739725	-0.109516521	-0.007739725	-0.077692209	0.079934539	0.084842716	-0.065633525	-0.084842716	-0.068276947	-0.017024638	0.003954387	-0.111620481	-0.003954387	0.034266837	0.190557936	0.142584287	0.163144311	-0.142584287
231	-0.053877514	-0.112365967	-0.112365967	-0.147977207	0.108952133	-0.015880067	0.008281268	0.008281268	-0.096272011	0.003876685	-0.055691807	-0.118037958	-0.118037958	-0.150645645	0.113930514	0.11674144	0.357187571	0.357187571	0.205429246	-0.320988802	-0.063465169	-0.012480021	-0.012480021	-0.109516521	-0.007739725	-0.028422078	0.079934539	0.079934539	-0.065633525	-0.084842716	-0.065178861	-0.017024638	-0.017024638	-0.111620481	-0.003954387	0.118346303	0.190557936	0.190557936	0.163144311	-0.142584287
232	0.043636013	-0.112365967	-0.112365967	-0.147977207	0.108952133	0.052353925	0.008281268	0.008281268	-0.096272011	0.003876685	0.043369475	-0.118037958	-0.118037958	-0.150645645	0.113930514	-0.008145135	0.357187571	0.357187571	0.205429246	-0.320988802	0.00280593	-0.012480021	-0.012480021	-0.109516521	-0.007739725	0.013697546	0.079934539	0.079934539	-0.065633525	-0.084842716	0.002241785	-0.017024638	-0.017024638	-0.111620481	-0.003954387	0.025574645	0.190557936	0.190557936	0.163144311	-0.142584287
233	0.043636013	-0.112365967	-0.112365967	-0.147977207	0.108952133	0.052353925	0.008281268	0.008281268	-0.096272011	0.003876685	0.043369475	-0.118037958	-0.118037958	-0.150645645	0.113930514	-0.008145135	0.357187571	0.357187571	0.205429246	-0.320988802	0.00280593	-0.012480021	-0.012480021	-0.109516521	-0.007739725	0.013697546	0.079934539	0.079934539	-0.065633525	-0.084842716	0.002241785	-0.017024638	-0.017024638	-0.111620481	-0.003954387	0.025574645	0.190557936	0.190557936	0.163144311	-0.142584287
234	0.014391786	-0.112365967	-0.112365967	-0.147977207	0.108952133	0.064434592	0.008281268	0.008281268	-0.096272011	0.003876685	0.0121964	-0.118037958	-0.118037958	-0.150645645	0.113930514	0.112077931	0.357187571	0.357187571	0.205429246	-0.320988802	0.028298503	-0.012480021	-0.012480021	-0.109516521	-0.007739725	0.067875855	0.079934539	0.079934539	-0.065633525	-0.084842716	0.026318896	-0.017024638	-0.017024638	-0.111620481	-0.003954387	0.061680462	0.190557936	0.190557936	0.163144311	-0.142584287
235	0.014391786	-0.112365967	-0.112365967	-0.147977207	0.108952133	0.064434592	0.008281268	0.008281268	-0.096272011	0.003876685	0.0121964	-0.118037958	-0.118037958	-0.150645645	0.113930514	0.112077931	0.357187571	0.357187571	0.205429246	-0.320988802	0.028298503	-0.012480021	-0.012480021	-0.109516521	-0.007739725	0.067875855	0.079934539	0.079934539	-0.065633525	-0.084842716	0.026318896	-0.017024638	-0.017024638	-0.111620481	-0.003954387	0.061680462	0.190557936	0.190557936	0.163144311	-0.142584287
236	0.014391786	-0.112365967	-0.112365967	0.108952133	0.108952133	0.064434592	0.008281268	0.008281268	0.003876685	0.003876685	0.0121964	-0.118037958	-0.118037958	0.113930514	0.113930514	0.112077931	0.357187571	0.357187571	-0.320988802	-0.320988802	0.028298503	-0.012480021	-0.012480021	-0.007739725	-0.007739725	0.067875855	0.079934539	0.079934539	-0.084842716	-0.084842716	0.026318896	-0.017024638	-0.017024638	-0.003954387	-0.003954387	0.061680462	0.190557936	0.190557936	-0.142584287	-0.142584287
237	0.014391786	-0.112365967	-0.112365967	0.166239774	0.108952133	0.064434592	0.008281268	0.008281268	0.040048856	0.003876685	0.0121964	-0.118037958	-0.118037958	0.172303186	0.113930514	0.112077931	0.357187571	0.357187571	-0.404172911	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.026769549	-0.007739725	0.067875855	0.079934539	0.079934539	-0.067233084	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.031365511	-0.003954387	0.061680462	0.190557936	0.190557936	-0.199191992	-0.142584287
238	0.014391786	-0.112365967	-0.112365967	0.16983827	0.108952133	0.064434592	0.008281268	0.008281268	0.027233249	0.003876685	0.0121964	-0.118037958	-0.118037958	0.176632812	0.113930514	0.112077931	0.357187571	0.357187571	-0.442329763	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.048083033	-0.007739725	0.067875855	0.079934539	0.079934539	-0.062059411	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.053479345	-0.003954387	0.061680462	0.190557936	0.190557936	-0.249760658	-0.142584287
239	0.014391786	-0.112365967	-0.112365967	0.112365967	0.108952133	0.064434592	0.008281268	0.008281268	-0.008281268	0.003876685	0.0121964	-0.118037958	-0.118037958	0.118037958	0.113930514	0.112077931	0.357187571	0.357187571	-0.357187571	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.012480021	-0.007739725	0.067875855	0.079934539	0.079934539	-0.079934539	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.017024638	-0.003954387	0.061680462	0.190557936	0.190557936	-0.190557936	-0.142584287
240	0.014391786	-0.112365967	-0.112365967	0.112365967	0.108952133	0.064434592	0.008281268	0.008281268	-0.008281268	0.003876685	0.0121964	-0.118037958	-0.118037958	0.118037958	0.113930514	0.112077931	0.357187571	0.357187571	-0.357187571	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.012480021	-0.007739725	0.067875855	0.079934539	0.079934539	-0.079934539	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.017024638	-0.003954387	0.061680462	0.190557936	0.190557936	-0.190557936	-0.142584287
241	0.014391786	-0.112365967	-0.112365967	0.112365967	0.108952133	0.064434592	0.008281268	0.008281268	-0.008281268	0.003876685	0.0121964	-0.118037958	-0.118037958	0.118037958	0.113930514	0.112077931	0.357187571	0.357187571	-0.357187571	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.012480021	-0.007739725	0.067875855	0.079934539	0.079934539	-0.079934539	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.017024638	-0.003954387	0.061680462	0.190557936	0.190557936	-0.190557936	-0.142584287
242	0.014391786	-0.112365967	-0.112365967	0.20646566	0.108952133	0.064434592	0.008281268	0.008281268	0.072110677	0.003876685	0.0121964	-0.118037958	-0.118037958	0.212991796	0.113930514	0.112077931	0.357187571	0.357187571	-0.445875377	-0.320988802	0.028298503	-0.012480021	-0.012480021	0.058531373	-0.007739725	0.067875855	0.079934539	0.079934539	-0.042723092	-0.084842716	0.026318896	-0.017024638	-0.017024638	0.063466259	-0.003954387	0.061680462	0.190557936	0.190557936	-0.235355944	-0.142584287
243	-0.112365967	-0.112365967	-0.112365967	0.108952133	0.108952133	0.008281268	0.008281268	0.008281268	0.003876685	0.003876685	-0.118037958	-0.118037958	-0.118037958	0.113930514	0.113930514	0.357187571	0.357187571	0.357187571	-0.320988802	-0.320988802	-0.012480021	-0.012480021	-0.012480021	-0.007739725	-0.007739725	0.079934539	0.079934539	0.079934539	-0.084842716	-0.084842716	-0.017024638	-0.017024638	-0.017024638	-0.003954387	-0.003954387	0.190557936	0.190557936	0.190557936	-0.142584287	-0.142584287
244	-0.112365967	-0.112365967	-0.112365967	-0.014391786	0.046239182	0.008281268	0.008281268	0.008281268	-0.064434592	-0.019101212	-0.118037958	-0.118037958	-0.118037958	-0.0121964	0.04928896	0.357187571	0.357187571	0.357187571	-0.112077931	-0.190089357	-0.012480021	-0.012480021	-0.012480021	-0.028298503	-0.040307298	0.079934539	0.079934539	0.079934539	-0.067875855	-0.085663427	-0.017024638	-0.017024638	-0.017024638	-0.026318896	-0.038069255	0.190557936	0.190557936	0.190557936	-0.061680462	-0.057088309
245	-0.112365967	-0.112365967	-0.112365967	-0.043636013	0.108952133	0.008281268	0.008281268	0.008281268	-0.052353925	0.003876685	-0.118037958	-0.118037958	-0.118037958	-0.043369475	0.113930514	0.357187571	0.357187571	0.357187571	0.008145135	-0.320988802	-0.012480021	-0.012480021	-0.012480021	-0.00280593	-0.007739725	0.079934539	0.079934539	0.079934539	-0.013697546	-0.084842716	-0.017024638	-0.017024638	-0.017024638	-0.002241785	-0.003954387	0.190557936	0.190557936	0.190557936	-0.025574645	-0.142584287
246	-0.112365967	-0.112365967	-0.112365967	-0.043636013	0.108952133	0.008281268	0.008281268	0.008281268	-0.052353925	0.003876685	-0.118037958	-0.118037958	-0.118037958	-0.043369475	0.113930514	0.357187571	0.357187571	0.357187571	0.008145135	-0.320988802	-0.012480021	-0.012480021	-0.012480021	-0.00280593	-0.007739725	0.079934539	0.079934539	0.079934539	-0.013697546	-0.084842716	-0.017024638	-0.017024638	-0.017024638	-0.002241785	-0.003954387	0.190557936	0.190557936	0.190557936	-0.025574645	-0.142584287
247	-0.112365967	-0.112365967	-0.112365967	-0.1738076	-0.021219454	0.008281268	0.008281268	0.008281268	-0.096349297	-0.040118687	-0.118037958	-0.118037958	-0.118037958	-0.177711276	-0.020411288	0.357187571	0.357187571	0.357187571	0.289453543	-0.039680394	-0.012480021	-0.012480021	-0.012480021	-0.063804201	-0.068737996	0.079934539	0.079934539	0.079934539	-0.006547039	-0.077692209	-0.017024638	-0.017024638	-0.017024638	-0.066564345	-0.068276947	0.190557936	0.190557936	0.190557936	0.151276478	0.034266837
248	-0.112365967	-0.112365967	-0.112365967	0.021219454	0.046239182	0.008281268	0.008281268	0.008281268	0.040118687	-0.019101212	-0.118037958	-0.118037958	-0.118037958	0.020411288	0.04928896	0.357187571	0.357187571	0.357187571	0.039680394	-0.190089357	-0.012480021	-0.012480021	-0.012480021	0.068737996	-0.040307298	0.079934539	0.079934539	0.079934539	0.077692209	-0.085663427	-0.017024638	-0.017024638	-0.017024638	0.068276947	-0.038069255	0.190557936	0.190557936	0.190557936	-0.034266837	-0.057088309
249	-0.112365967	-0.112365967	-0.112365967	0.147977207	0.20646566	0.008281268	0.008281268	0.008281268	0.096272011	0.072110677	-0.118037958	-0.118037958	-0.118037958	0.150645645	0.212991796	0.357187571	0.357187571	0.357187571	-0.205429246	-0.445875377	-0.012480021	-0.012480021	-0.012480021	0.109516521	0.058531373	0.079934539	0.079934539	0.079934539	0.065633525	-0.042723092	-0.017024638	-0.017024638	-0.017024638	0.111620481	0.063466259	0.190557936	0.190557936	0.190557936	-0.163144311	-0.235355944
250	-0.112365967	-0.112365967	-0.112365967	0.147977207	0.20646566	0.008281268	0.008281268	0.008281268	0.096272011	0.072110677	-0.118037958	-0.118037958	-0.118037958	0.150645645	0.212991796	0.357187571	0.357187571	0.357187571	-0.205429246	-0.445875377	-0.012480021	-0.012480021	-0.012480021	0.109516521	0.058531373	0.079934539	0.079934539	0.079934539	0.065633525	-0.042723092	-0.017024638	-0.017024638	-0.017024638	0.111620481	0.063466259	0.190557936	0.190557936	0.190557936	-0.163144311	-0.235355944
251	-0.112365967	-0.112365967	-0.112365967	0.147977207	0.1738076	0.008281268	0.008281268	0.008281268	0.096272011	0.096349297	-0.118037958	-0.118037958	-0.118037958	0.150645645	0.177711276	0.357187571	0.357187571	0.357187571	-0.205429246	-0.289453543	-0.012480021	-0.012480021	-0.012480021	0.109516521	0.063804201	0.079934539	0.079934539	0.079934539	0.065633525	0.006547039	-0.017024638	-0.017024638	-0.017024638	0.111620481	0.066564345	0.190557936	0.190557936	0.190557936	-0.163144311	-0.151276478
252	-0.112365967	-0.112365967	-0.112365967	0.144563373	0.1738076	0.008281268	0.008281268	0.008281268	0.108429964	0.096349297	-0.118037958	-0.118037958	-0.118037958	0.146538201	0.177711276	0.357187571	0.357187571	0.357187571	-0.169230478	-0.289453543	-0.012480021	-0.012480021	-0.012480021	0.089296774	0.063804201	0.079934539	0.079934539	0.079934539	0.060725348	0.006547039	-0.017024638	-0.017024638	-0.017024638	0.090641456	0.066564345	0.190557936	0.190557936	0.190557936	-0.115170662	-0.151276478
253	-0.180635267	-0.112365967	-0.112365967	0.144563373	-0.053877514	-0.072033391	0.008281268	0.008281268	0.108429964	-0.015880067	-0.185926164	-0.118037958	-0.118037958	0.146538201	-0.055691807	0.36185108	0.357187571	0.357187571	-0.169230478	0.11674144	-0.104243693	-0.012480021	-0.012480021	0.089296774	-0.063465169	-0.016363394	0.079934539	0.079934539	0.060725348	-0.028422078	-0.108522395	-0.017024638	-0.017024638	0.090641456	-0.065178861	0.247223777	0.190557936	0.190557936	-0.115170662	0.118346303
254	-0.053877514	-0.112365967	0.014391786	0.144563373	-0.053877514	-0.015880067	0.008281268	0.064434592	0.108429964	-0.015880067	-0.055691807	-0.118037958	0.0121964	0.146538201	-0.055691807	0.11674144	0.357187571	0.112077931	-0.169230478	0.11674144	-0.063465169	-0.012480021	0.028298503	0.089296774	-0.063465169	-0.028422078	0.079934539	0.067875855	0.060725348	-0.028422078	-0.065178861	-0.017024638	0.026318896	0.090641456	-0.065178861	0.118346303	0.190557936	0.061680462	-0.115170662	0.118346303
255	0.043636013	0.014391786	0.014391786	0.1738076	0.043636013	0.052353925	0.064434592	0.064434592	0.096349297	0.052353925	0.043369475	0.0121964	0.0121964	0.177711276	0.043369475	-0.008145135	0.112077931	0.112077931	-0.289453543	-0.008145135	0.00280593	0.028298503	0.028298503	0.063804201	0.00280593	0.013697546	0.067875855	0.067875855	0.006547039	0.013697546	0.002241785	0.026318896	0.026318896	0.066564345	0.002241785	0.025574645	0.061680462	0.061680462	-0.151276478	0.025574645
256	0.043636013	0.014391786	0.014391786	0.20646566	0.108952133	0.052353925	0.064434592	0.064434592	0.072110677	0.003876685	0.043369475	0.0121964	0.0121964	0.212991796	0.113930514	-0.008145135	0.112077931	0.112077931	-0.445875377	-0.320988802	0.00280593	0.028298503	0.028298503	0.058531373	-0.007739725	0.013697546	0.067875855	0.067875855	-0.042723092	-0.084842716	0.002241785	0.026318896	0.026318896	0.063466259	-0.003954387	0.025574645	0.061680462	0.061680462	-0.235355944	-0.142584287
257	0.014391786	0.014391786	0.014391786	0.20646566	0.108952133	0.064434592	0.064434592	0.064434592	0.072110677	0.003876685	0.0121964	0.0121964	0.0121964	0.212991796	0.113930514	0.112077931	0.112077931	0.112077931	-0.445875377	-0.320988802	0.028298503	0.028298503	0.028298503	0.058531373	-0.007739725	0.067875855	0.067875855	0.067875855	-0.042723092	-0.084842716	0.026318896	0.026318896	0.026318896	0.063466259	-0.003954387	0.061680462	0.061680462	0.061680462	-0.235355944	-0.142584287
258	0.014391786	0.014391786	0.014391786	0.108952133	0.108952133	0.064434592	0.064434592	0.064434592	0.003876685	0.003876685	0.0121964	0.0121964	0.0121964	0.113930514	0.113930514	0.112077931	0.112077931	0.112077931	-0.320988802	-0.320988802	0.028298503	0.028298503	0.028298503	-0.007739725	-0.007739725	0.067875855	0.067875855	0.067875855	-0.084842716	-0.084842716	0.026318896	0.026318896	0.026318896	-0.003954387	-0.003954387	0.061680462	0.061680462	0.061680462	-0.142584287	-0.142584287
259	0.014391786	0.014391786	0.014391786	0.108952133	0.108952133	0.064434592	0.064434592	0.064434592	0.003876685	0.003876685	0.0121964	0.0121964	0.0121964	0.113930514	0.113930514	0.112077931	0.112077931	0.112077931	-0.320988802	-0.320988802	0.028298503	0.028298503	0.028298503	-0.007739725	-0.007739725	0.067875855	0.067875855	0.067875855	-0.084842716	-0.084842716	0.026318896	0.026318896	0.026318896	-0.003954387	-0.003954387	0.061680462	0.061680462	0.061680462	-0.142584287	-0.142584287
260	0.014391786	0.014391786	0.014391786	0.108952133	0.108952133	0.064434592	0.064434592	0.064434592	0.003876685	0.003876685	0.0121964	0.0121964	0.0121964	0.113930514	0.113930514	0.112077931	0.112077931	0.112077931	-0.320988802	-0.320988802	0.028298503	0.028298503	0.028298503	-0.007739725	-0.007739725	0.067875855	0.067875855	0.067875855	-0.084842716	-0.084842716	0.026318896	0.026318896	0.026318896	-0.003954387	-0.003954387	0.061680462	0.061680462	0.061680462	-0.142584287	-0.142584287
261	0.014391786	0.014391786	0.014391786	0.108952133	0.112365967	0.064434592	0.064434592	0.064434592	0.003876685	-0.008281268	0.0121964	0.0121964	0.0121964	0.113930514	0.118037958	0.112077931	0.112077931	0.112077931	-0.320988802	-0.357187571	0.028298503	0.028298503	0.028298503	-0.007739725	0.012480021	0.067875855	0.067875855	0.067875855	-0.084842716	-0.079934539	0.026318896	0.026318896	0.026318896	-0.003954387	0.017024638	0.061680462	0.061680462	0.061680462	-0.142584287	-0.190557936
262	0.014391786	0.014391786	0.014391786	0.108952133	0.112365967	0.064434592	0.064434592	0.064434592	0.003876685	-0.008281268	0.0121964	0.0121964	0.0121964	0.113930514	0.118037958	0.112077931	0.112077931	0.112077931	-0.320988802	-0.357187571	0.028298503	0.028298503	0.028298503	-0.007739725	0.012480021	0.067875855	0.067875855	0.067875855	-0.084842716	-0.079934539	0.026318896	0.026318896	0.026318896	-0.003954387	0.017024638	0.061680462	0.061680462	0.061680462	-0.142584287	-0.190557936
263	0.014391786	0.014391786	0.014391786	0.20646566	0.112365967	0.064434592	0.064434592	0.064434592	0.072110677	-0.008281268	0.0121964	0.0121964	0.0121964	0.212991796	0.118037958	0.112077931	0.112077931	0.112077931	-0.445875377	-0.357187571	0.028298503	0.028298503	0.028298503	0.058531373	0.012480021	0.067875855	0.067875855	0.067875855	-0.042723092	-0.079934539	0.026318896	0.026318896	0.026318896	0.063466259	0.017024638	0.061680462	0.061680462	0.061680462	-0.235355944	-0.190557936
264	0.014391786	0.014391786	0.014391786	-0.021219454	0.112365967	0.064434592	0.064434592	0.064434592	-0.040118687	-0.008281268	0.0121964	0.0121964	0.0121964	-0.020411288	0.118037958	0.112077931	0.112077931	0.112077931	-0.039680394	-0.357187571	0.028298503	0.028298503	0.028298503	-0.068737996	0.012480021	0.067875855	0.067875855	0.067875855	-0.077692209	-0.079934539	0.026318896	0.026318896	0.026318896	-0.068276947	0.017024638	0.061680462	0.061680462	0.061680462	0.034266837	-0.190557936
265	0.043636013	0.144563373	0.144563373	-0.039579577	0.112365967	0.052353925	0.108429964	0.108429964	-0.029513934	-0.008281268	0.043369475	0.146538201	0.146538201	-0.040109853	0.118037958	-0.008145135	-0.169230478	-0.169230478	0.040614737	-0.357187571	0.00280593	0.089296774	0.089296774	-0.069677186	0.012480021	0.013697546	0.060725348	0.060725348	-0.05592714	-0.079934539	0.002241785	0.090641456	0.090641456	-0.070337387	0.017024638	0.025574645	-0.115170662	-0.115170662	0.080434187	-0.190557936
266	0.1738076	0.144563373	0.144563373	-0.039579577	0.112365967	0.096349297	0.108429964	0.108429964	-0.029513934	-0.008281268	0.177711276	0.146538201	0.146538201	-0.040109853	0.118037958	-0.289453543	-0.169230478	-0.169230478	0.040614737	-0.357187571	0.063804201	0.089296774	0.089296774	-0.069677186	0.012480021	0.006547039	0.060725348	0.060725348	-0.05592714	-0.079934539	0.066564345	0.090641456	0.090641456	-0.070337387	0.017024638	-0.151276478	-0.115170662	-0.115170662	0.080434187	-0.190557936
267	0.1738076	0.144563373	0.144563373	-0.039579577	0.112365967	0.096349297	0.108429964	0.108429964	-0.029513934	-0.008281268	0.177711276	0.146538201	0.146538201	-0.040109853	0.118037958	-0.289453543	-0.169230478	-0.169230478	0.040614737	-0.357187571	0.063804201	0.089296774	0.089296774	-0.069677186	0.012480021	0.006547039	0.060725348	0.060725348	-0.05592714	-0.079934539	0.066564345	0.090641456	0.090641456	-0.070337387	0.017024638	-0.151276478	-0.115170662	-0.115170662	0.080434187	-0.190557936
268	0.144563373	0.144563373	0.144563373	0.043636013	0.112365967	0.108429964	0.108429964	0.108429964	0.052353925	-0.008281268	0.146538201	0.146538201	0.146538201	0.043369475	0.118037958	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.357187571	0.089296774	0.089296774	0.089296774	0.00280593	0.012480021	0.060725348	0.060725348	0.060725348	0.013697546	-0.079934539	0.090641456	0.090641456	0.090641456	0.002241785	0.017024638	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.190557936
269	0.144563373	0.144563373	0.014391786	0.043636013	0.112365967	0.108429964	0.108429964	0.064434592	0.052353925	-0.008281268	0.146538201	0.146538201	0.0121964	0.043369475	0.118037958	-0.169230478	-0.169230478	0.112077931	-0.008145135	-0.357187571	0.089296774	0.089296774	0.028298503	0.00280593	0.012480021	0.060725348	0.060725348	0.067875855	0.013697546	-0.079934539	0.090641456	0.090641456	0.026318896	0.002241785	0.017024638	-0.115170662	-0.115170662	0.061680462	0.025574645	-0.190557936
270	0.144563373	0.014391786	0.014391786	0.043636013	0.112365967	0.108429964	0.064434592	0.064434592	0.052353925	-0.008281268	0.146538201	0.0121964	0.0121964	0.043369475	0.118037958	-0.169230478	0.112077931	0.112077931	-0.008145135	-0.357187571	0.089296774	0.028298503	0.028298503	0.00280593	0.012480021	0.060725348	0.067875855	0.067875855	0.013697546	-0.079934539	0.090641456	0.026318896	0.026318896	0.002241785	0.017024638	-0.115170662	0.061680462	0.061680462	0.025574645	-0.190557936
271	0.144563373	0.144563373	0.014391786	0.043636013	0.112365967	0.108429964	0.108429964	0.064434592	0.052353925	-0.008281268	0.146538201	0.146538201	0.0121964	0.043369475	0.118037958	-0.169230478	-0.169230478	0.112077931	-0.008145135	-0.357187571	0.089296774	0.089296774	0.028298503	0.00280593	0.012480021	0.060725348	0.060725348	0.067875855	0.013697546	-0.079934539	0.090641456	0.090641456	0.026318896	0.002241785	0.017024638	-0.115170662	-0.115170662	0.061680462	0.025574645	-0.190557936
272	0.144563373	0.144563373	0.144563373	0.1738076	0.112365967	0.108429964	0.108429964	0.108429964	0.096349297	-0.008281268	0.146538201	0.146538201	0.146538201	0.177711276	0.118037958	-0.169230478	-0.169230478	-0.169230478	-0.289453543	-0.357187571	0.089296774	0.089296774	0.089296774	0.063804201	0.012480021	0.060725348	0.060725348	0.060725348	0.006547039	-0.079934539	0.090641456	0.090641456	0.090641456	0.066564345	0.017024638	-0.115170662	-0.115170662	-0.115170662	-0.151276478	-0.190557936
273	0.144563373	0.144563373	0.144563373	0.043636013	0.209879494	0.108429964	0.108429964	0.108429964	0.052353925	0.059952724	0.146538201	0.146538201	0.146538201	0.043369475	0.21709924	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.482074146	0.089296774	0.089296774	0.089296774	0.00280593	0.07875112	0.060725348	0.060725348	0.060725348	0.013697546	-0.037814915	0.090641456	0.090641456	0.090641456	0.002241785	0.084445284	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.283329594
274	0.144563373	0.144563373	0.144563373	0.1738076	0.112365967	0.108429964	0.108429964	0.108429964	0.096349297	-0.008281268	0.146538201	0.146538201	0.146538201	0.177711276	0.118037958	-0.169230478	-0.169230478	-0.169230478	-0.289453543	-0.357187571	0.089296774	0.089296774	0.089296774	0.063804201	0.012480021	0.060725348	0.060725348	0.060725348	0.006547039	-0.079934539	0.090641456	0.090641456	0.090641456	0.066564345	0.017024638	-0.115170662	-0.115170662	-0.115170662	-0.151276478	-0.190557936
275	0.144563373	0.144563373	0.144563373	0.043636013	0.108952133	0.108429964	0.108429964	0.108429964	0.052353925	0.003876685	0.146538201	0.146538201	0.146538201	0.043369475	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.320988802	0.089296774	0.089296774	0.089296774	0.00280593	-0.007739725	0.060725348	0.060725348	0.060725348	0.013697546	-0.084842716	0.090641456	0.090641456	0.090641456	0.002241785	-0.003954387	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.142584287
276	0.144563373	0.144563373	0.144563373	0.1738076	0.108952133	0.108429964	0.108429964	0.108429964	0.096349297	0.003876685	0.146538201	0.146538201	0.146538201	0.177711276	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.289453543	-0.320988802	0.089296774	0.089296774	0.089296774	0.063804201	-0.007739725	0.060725348	0.060725348	0.060725348	0.006547039	-0.084842716	0.090641456	0.090641456	0.090641456	0.066564345	-0.003954387	-0.115170662	-0.115170662	-0.115170662	-0.151276478	-0.142584287
277	0.144563373	0.144563373	0.144563373	0.1738076	0.108952133	0.108429964	0.108429964	0.108429964	0.096349297	0.003876685	0.146538201	0.146538201	0.146538201	0.177711276	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.289453543	-0.320988802	0.089296774	0.089296774	0.089296774	0.063804201	-0.007739725	0.060725348	0.060725348	0.060725348	0.006547039	-0.084842716	0.090641456	0.090641456	0.090641456	0.066564345	-0.003954387	-0.115170662	-0.115170662	-0.115170662	-0.151276478	-0.142584287
278	0.144563373	0.144563373	0.144563373	0.043636013	0.108952133	0.108429964	0.108429964	0.108429964	0.052353925	0.003876685	0.146538201	0.146538201	0.146538201	0.043369475	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.320988802	0.089296774	0.089296774	0.089296774	0.00280593	-0.007739725	0.060725348	0.060725348	0.060725348	0.013697546	-0.084842716	0.090641456	0.090641456	0.090641456	0.002241785	-0.003954387	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.142584287
279	0.144563373	0.144563373	0.144563373	0.043636013	0.108952133	0.108429964	0.108429964	0.108429964	0.052353925	0.003876685	0.146538201	0.146538201	0.146538201	0.043369475	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.320988802	0.089296774	0.089296774	0.089296774	0.00280593	-0.007739725	0.060725348	0.060725348	0.060725348	0.013697546	-0.084842716	0.090641456	0.090641456	0.090641456	0.002241785	-0.003954387	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.142584287
280	0.144563373	0.144563373	0.144563373	0.043636013	0.108952133	0.108429964	0.108429964	0.108429964	0.052353925	0.003876685	0.146538201	0.146538201	0.146538201	0.043369475	0.113930514	-0.169230478	-0.169230478	-0.169230478	-0.008145135	-0.320988802	0.089296774	0.089296774	0.089296774	0.00280593	-0.007739725	0.060725348	0.060725348	0.060725348	0.013697546	-0.084842716	0.090641456	0.090641456	0.090641456	0.002241785	-0.003954387	-0.115170662	-0.115170662	-0.115170662	0.025574645	-0.142584287
